cid,firstlast,lastname,state,party,office,gender,first_elected,exit_code,comments,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,feccandid,twitter_id,youtube_url,facebook_id,birthdate
N00035616,Ryan K Zinke,ZINKE,MT,R,MT01,M,2014,6,Resigned to become Secretary of Interior,202-225-3211,202-225-5687,https://zinke.house.gov,,113 Cannon House Office Building,Z000018,,H4MT01041,RepRyanZinke,,CongressmanRyanZinke,1961-11-01
N00027605,Jon Tester,TESTER,MT,D,MTS1,M,2006,0,,202-224-2644,202-224-8594,https://www.tester.senate.gov,https://www.tester.senate.gov/?p=email_senator,311 Hart Senate Office Building,T000464,20928,S6MT00162,SenatorTester,https://youtube.com/senatorjontester,senatortester,1956-08-21
N00033054,Steven Daines,DAINES,MT,R,MTS2,M,2014,0,,202-224-2651,202-228-1236,https://www.daines.senate.gov,https://www.daines.senate.gov/connect/email-steve,320 Hart Senate Office Building,D000618,135720,H2MT01060,SteveDaines,https://youtube.com/SteveDainesMT,SteveDainesMT,1962-08-20
N00026631,Jeff Fortenberry,FORTENBERRY,NE,R,NE01,M,2004,0,,202-225-4806,202-225-5686,https://fortenberry.house.gov,https://fortenberry.house.gov/contact-me1,1514 Longworth House Office Building,F000449,41929,H4NE01064,JeffFortenberry,https://youtube.com/JeffFortenberry,jefffortenberry,1960-12-27
N00037049,Don Bacon,BACON,NE,R,NE02,M,2016,0,,202-225-4155,,https://bacon.house.gov,,1516 Longworth House Office Building,B001298,,,RepDonBacon,,RepDonBacon,1963-08-16
N00027623,Adrian Smith,SMITH,NE,R,NE03,M,2006,0,,202-225-6435,202-225-0207,http://adriansmith.house.gov,https://adriansmith.house.gov/contact-me/email-me,320 Cannon House Office Building,S001172,21284,H6NE03115,RepAdrianSmith,https://youtube.com/RepAdrianSmith,AdrianSmithNE,1970-12-19
N00033443,Deb Fischer,FISCHER,NE,R,NES1,F,2012,0,,202-224-6551,202-228-1325,https://www.fischer.senate.gov,http://www.fischer.senate.gov/public/index.cfm/contact,454 Russell Senate Office Building,F000463,41963,S2NE00094,SenatorFischer,https://youtube.com/senatordebfischer,senatordebfischer,1951-03-01
N00035544,Ben Sasse,SASSE,NE,R,NES2,M,2014,0,,202-224-4224,,https://www.sasse.senate.gov/public,http://www.sasse.senate.gov/public/index.cfm/email-ben,136 Russell Senate Office Building,S001197,,S4NE00090,SenSasse,,SenatorSasse,1972-02-22
N00030191,Dina Titus,TITUS,NV,D,NV01,F,2012,0,,202-225-5965,,https://titus.house.gov,https://titus.house.gov/contact/email-me,2464 Rayburn House Office Building,T000468,2629,H8NV03036,RepDinaTitus,https://youtube.com/CongresswomanTitus,CongresswomanTitus,1950-05-23
N00031177,Mark Amodei,AMODEI,NV,R,NV02,M,2011,0,,202-225-6155,202-225-5679,https://amodei.house.gov,https://amodei.house.gov/contact-us,332 Cannon House Office Building,A000369,12537,H2NV02395,MarkAmodeiNV2,https://youtube.com/markamodeinv2,MarkAmodeiNV2,1958-06-12
N00038734,Jacky Rosen,ROSEN,NV,D,NV03,F,2016,15,Running for Senate,202-225-3252,,https://rosen.house.gov,,413 Cannon House Office Building,R000608,,,RepJackyRosen,,RepJackyRosen,1957-08-02
N00033530,Ruben Kihuen,KIHUEN,NV,D,NV04,M,2016,4,Retiring at end of 115th,202-225-9894,,https://kihuen.house.gov,,313 Cannon House Office Building,K000390,,,RepKihuen,,RepKihuen,1980-04-25
N00027522,Dean Heller,HELLER,NV,R,NVS1,M,2011,21,Lost general election,202-224-6244,202-228-6753,https://www.heller.senate.gov/public,http://www.heller.senate.gov/public/index.cfm/contact-form,324 Hart Senate Office Building,H001041,2291,H6NV02164,SenDeanHeller,https://youtube.com/SenDeanHeller,SenDeanHeller,1960-05-10
N00037161,Catherine Cortez Masto,MASTO,NV,D,NVS2,F,2016,0,,202-224-3542,,https://www.cortezmasto.senate.gov,https://www.cortezmasto.senate.gov/content/contact-senator,B40a Dirksen Senate Office Building,C001113,,,sencortezmasto,,SenatorCortezMasto,1964-03-29
N00028091,Carol Shea-Porter,SHEA-PORTER,NH,D,NH01,F,2016,4,Retiring at end of 115th,202-225-5456,202-228-6362,https://shea-porter.house.gov,https://shea-porter.house.gov/contact/email-me,1530 Longworth House Office Building,S001170,65891,H6NH01230,RepSheaPorter,http://youtube.com/RepCarolSheaPorter,repsheaporter,1952-12-02
N00030875,Ann Kuster,KUSTER,NH,D,NH02,F,2012,0,,202-225-5206,202-225-2946,http://kuster.house.gov,https://kuster.house.gov/contact/email-me,137 Cannon House Office Building,K000382,122256,H0NH02181,RepAnnieKuster,https://youtube.com/RepKuster,CongresswomanAnnieKuster,1956-09-05
N00038397,Maggie Hassan,HASSAN,NH,D,NHS1,F,2016,0,,202-224-3324,,https://www.hassan.senate.gov,https://www.hassan.senate.gov/content/contact-senator,B85 Russell Senate Office Building,H001076,,,Senatorhassan,,SenatorHassan,1958-02-27
N00024790,Jeanne Shaheen,SHAHEEN,NH,D,NHS2,F,2008,0,,202-224-2841,202-228-3194,https://www.shaheen.senate.gov,https://www.shaheen.senate.gov/contact/contact-jeanne,506 Hart Senate Office Building,S001181,1663,S0NH00219,SenatorShaheen,https://youtube.com/senatorshaheen,SenatorShaheen,1947-01-28
N00036154,Don Norcross,NORCROSS,NJ,D,NJ01,M,2014,0,,202-225-6501,202-225-6583,https://norcross.house.gov,http://norcross.house.gov/contact,1531 Longworth House Office Building,N000188,,H4NJ01084,DonaldNorcross,,DonaldNorcrossNJ,1958-12-13
N00000851,Frank LoBiondo,LOBIONDO,NJ,R,NJ02,M,1994,4,Retiring at end of 115th,202-225-6572,202-225-3318,http://lobiondo.house.gov,https://lobiondo.house.gov/contact-me/email-me,2427 Rayburn House Office Building,L000554,21890,H2NJ02037,RepLoBiondo,https://youtube.com/USRepFrankLoBiondo,FrankLoBiondo,1946-05-12
N00036155,Thomas MacArthur,MACARTHUR,NJ,R,NJ03,M,2014,21,Lost general election,202-225-4765,202-225-0778,https://macarthur.house.gov,,506 Cannon House Office Building,M001193,,H4NJ03130,RepTomMacArthur,,CongressmanTomMacArthur,1960-10-16
N00009816,Chris Smith,SMITH,NJ,R,NJ04,M,1980,0,,202-225-3765,202-225-7768,http://chrissmith.house.gov,https://chrissmith.house.gov/contact/write.htm,2373 Rayburn House Office Building,S000522,26952,H8NJ04014,RepChrisSmith,https://youtube.com/USRepChrisSmith,RepChrisSmith,1953-03-04
N00036944,Josh Gottheimer,GOTTHEIMER,NJ,D,NJ05,M,2016,0,,202-225-4465,,https://gottheimer.house.gov,,213 Cannon House Office Building,G000583,,,RepJoshG,,RepJoshG,1975-03-08
N00000781,Frank Pallone Jr.,PALLONE,NJ,D,NJ06,M,1988,0,,202-225-4671,202-225-9665,https://pallone.house.gov,https://pallone.house.gov/contact-me/email-me,237 Cannon House Office Building,P000034,26951,H8NJ03073,FrankPallone,https://youtube.com/repfrankpallone,repfrankpallone,1951-10-30
N00000898,Leonard Lance,LANCE,NJ,R,NJ07,M,2008,21,Lost general election,202-225-5361,202-225-9460,http://lance.house.gov,https://lance.house.gov/contact-me1,2352 Rayburn House Office Building,L000567,4443,H6NJ12136,RepLanceNJ7,https://youtube.com/CongressmanLance,CongressmanLance,1952-06-25
N00027523,Albio Sires,SIRES,NJ,D,NJ08,M,2006,0,,202-225-7919,202-226-0792,https://sires.house.gov,https://sires.house.gov/contact-me/email-me,2342 Rayburn House Office Building,S001165,22510,H6NJ13191,RepSires,https://youtube.com/RepSiresNJ13,RepAlbioSires,1951-01-26
N00000751,Bill Pascrell Jr.,PASCRELL,NJ,D,NJ09,M,1996,0,,202-225-5751,202-225-5782,http://pascrell.house.gov,https://pascrell.house.gov/contact/email-me,2370 Rayburn House Office Building,P000096,478,H6NJ08118,BillPascrell,https://youtube.com/RepPascrell,pascrell,1937-01-25
N00034639,Donald M Payne Jr.,PAYNE,NJ,D,NJ10,M,2012,0,,202-225-3436,202-225-4160,http://payne.house.gov,http://payne.house.gov/contact/email-me,132 Cannon House Office Building,P000604,90668,H2NJ10154,RepDonaldPayne,,DonaldPayneJr,1958-12-17
N00000684,Rodney Frelinghuysen,FRELINGHUYSEN,NJ,R,NJ11,M,1994,4,Retiring at end of 115th,202-225-5034,202-225-3186,https://frelinghuysen.house.gov,https://frelinghuysenforms.house.gov/contact-form,2306 Rayburn House Office Building,F000372,22177,H2NJ05014,USRepRodney,https://youtube.com/RepFrelinghuysen,rfrelinghuysen,1946-04-29
N00036158,Bonnie Coleman,COLEMAN,NJ,D,NJ12,F,2014,0,,202-225-5801,202-225-6025,https://watsoncoleman.house.gov,,1535 Longworth House Office Building,W000822,,H4NJ12149,RepBonnie,,RepBonnie,1945-02-06
N00000699,Robert Menendez,MENENDEZ,NJ,D,NJS1,M,2006,0,,202-224-4744,202-228-2197,https://www.menendez.senate.gov,https://www.menendez.senate.gov/contact,528 Hart Senate Office Building,M000639,26961,H2NJ13075,SenatorMenendez,https://youtube.com/SenatorMenendezNJ,senatormenendez,1954-01-01
N00035267,Cory Booker,BOOKER,NJ,D,NJS2,M,2013,0,,202-224-3224,202-224-8378,https://www.booker.senate.gov,https://www.booker.senate.gov/?p=contact,359 Dirksen Senate Office Building,B001288,76151,S4NJ00185,CoryBooker,https://youtube.com/SenCoryBooker,corybooker,1969-04-27
N00029400,Michelle Lujan Grisham,GRISHAM,NM,D,NM01,F,2012,16,Running for Governor in 2018,202-225-6316,202-225-4975,https://lujangrisham.house.gov,http://lujangrisham.house.gov/contact/email-me/,214 Cannon House Office Building,L000580,102404,H8NM01257,RepLujanGrisham,https://youtube.com/RepLujanGrisham,RepLujanGrisham,1959-10-24
N00012672,Steve Pearce,PEARCE,NM,R,NM02,M,2010,16,Running for Governor in 2018,202-225-2365,,http://pearce.house.gov,https://pearce.house.gov/contact-me/email-me,2432 Rayburn House Office Building,P000588,10655,H2NM02126,RepStevePearce,https://youtube.com/NMStevePearce,RepStevePearce,1947-08-24
N00029562,Ben Ray Lujan,LUJAN,NM,D,NM03,M,2008,0,,202-225-6190,202-226-1528,https://lujan.house.gov,https://forms.house.gov/lujan/contact-form.shtml,2231 Rayburn House Office Building,L000570,102842,H8NM03196,RepBenRayLujan,https://youtube.com/Repbenraylujan,RepBenRayLujan,1972-06-07
N00029835,Martin Heinrich,HEINRICH,NM,D,NMS1,M,2012,0,,202-224-5521,202-225-4975,https://www.heinrich.senate.gov,http://www.heinrich.senate.gov/contact,303 Hart Senate Office Building,H001046,74517,H8NM01224,MartinHeinrich,https://youtube.com/SenMartinHeinrich,MartinHeinrich,1971-10-17
N00006561,Tom Udall,UDALL,NM,D,NMS2,M,2008,0,,202-224-6621,202-228-3261,https://www.tomudall.senate.gov,https://www.tomudall.senate.gov/?p=contact,531 Hart Senate Office Building,U000039,22658,H8NM03097,SenatorTomUdall,https://youtube.com/senatortomudall,senatortomudall,1948-05-18
N00029404,Lee Zeldin,ZELDIN,NY,R,NY01,M,2014,0,,202-225-3826,202-225-3143,https://zeldin.house.gov,,1517 Longworth House Office Building,Z000017,,H8NY01148,RepLeeZeldin,,RepLeeZeldin,1980-01-30
N00001193,Pete King,KING,NY,R,NY02,M,1992,0,,202-225-7896,202-226-2279,http://peteking.house.gov,https://peteking.house.gov/contact/email-me,339 Cannon House Office Building,K000210,26968,H2NY03089,RepPeteKing,https://youtube.com/RepPeterKing,reppeteking,1944-04-05
N00038742,Tom Suozzi,SUOZZI,NY,D,NY03,M,2016,0,,202-225-3335,202-225-4669,https://suozzi.house.gov,,226 Cannon House Office Building,S001201,,,RepTomSuozzi,,RepTomSuozzi,1962-08-31
N00035927,Kathleen Rice,RICE,NY,D,NY04,F,2014,0,,202-225-5516,202-225-5758,http://kathleenrice.house.gov,,1508 Longworth House Office Building,R000602,,H4NY04075,RepKathleenRice,,RepKathleenRice,1965-02-15
N00001171,Gregory W Meeks,MEEKS,NY,D,NY05,M,1998,0,,202-225-3461,202-226-4169,http://meeks.house.gov,https://meeks.house.gov/contact-me/email-me,2234 Rayburn House Office Building,M001137,4360,H8NY06048,GregoryMeeks,https://youtube.com/gwmeeks,gregorymeeksny05,1953-09-25
N00034547,Grace Meng,MENG,NY,D,NY06,F,2012,0,,202-225-2601,202-225-1589,http://meng.house.gov,https://meng.house.gov/contact/email-me,1317 Longworth House Office Building,M001188,69157,H2NY06116,RepGraceMeng,,repgracemeng,1975-10-01
N00001102,Nydia M Velazquez,VELAZQUEZ,NY,D,NY07,F,1992,0,,202-225-2361,202-226-0327,https://velazquez.house.gov,http://velazquez.house.gov/IMA/issue_subscribe.shtml,2302 Rayburn House Office Building,V000081,26975,H2NY00010,NydiaVelazquez,https://youtube.com/nydiavelazquez,8037068318,1953-03-28
N00033640,Hakeem Jeffries,JEFFRIES,NY,D,NY08,M,2012,0,,202-225-5936,,http://jeffries.house.gov,https://jeffriesforms.house.gov/contact/,1607 Longworth House Office Building,J000294,55285,H2NY10092,RepJeffries,,RepHakeemJeffries,1970-08-04
N00026961,Yvette D Clarke,CLARKE,NY,D,NY09,F,2006,0,,202-225-6231,202-226-0112,https://clarke.house.gov,https://clarke.house.gov/contact/email-me,2058 Rayburn House Office Building,C001067,44741,H4NY11138,RepYvetteClarke,https://youtube.com/repyvetteclarke,repyvettedclarke,1964-11-21
N00000939,Jerrold Nadler,NADLER,NY,D,NY10,M,1992,0,,202-225-5635,202-225-6923,http://nadler.house.gov,https://jerroldnadler.house.gov/forms/writeyourrep/default.aspx,2109 Rayburn House Office Building,N000002,26980,H2NY17071,RepJerryNadler,https://youtube.com/congressmannadler,CongressmanNadler,1947-06-13
N00036928,Dan Donovan,DONOVAN,NY,R,NY11,M,2015,21,Lost general election,202-225-3371,,https://donovan.house.gov,,1541 Longworth House Office Building,D000625,,,RepDanDonovan,,RepDanDonovan,1956-11-06
N00000078,Carolyn B Maloney,MALONEY,NY,D,NY12,F,1992,0,,202-225-7944,202-225-4709,http://maloney.house.gov,https://maloney.house.gov/contact-me/email-me,2308 Rayburn House Office Building,M000087,26978,H2NY14037,RepMaloney,,RepCarolynMaloney,1946-02-19
N00034549,Adriano Espaillat,ESPAILLAT,NY,D,NY13,M,2016,0,,202-225-4365,202-225-0816,https://espaillat.house.gov,,1630 Longworth House Office Building,E000297,,,RepEspaillat,,RepEspaillat,1954-09-27
N00001127,Joseph Crowley,CROWLEY,NY,D,NY14,M,1998,20,Lost primary,202-225-3965,202-225-1909,http://crowley.house.gov,https://crowley.house.gov/contact-me/email-me,1035 Longworth House Office Building,C001038,4295,H8NY07046,RepJoeCrowley,https://youtube.com/RepJoeCrowley,repjoecrowley,1962-03-16
N00001813,Jose E Serrano,SERRANO,NY,D,NY15,M,1989,0,,202-225-4361,202-225-6001,https://serrano.house.gov,https://serrano.house.gov/contact-me/email-me,2354 Rayburn House Office Building,S000248,26981,H0NY18065,RepJoseSerrano,,RepJoseSerrano,1943-10-24
N00001003,Eliot L Engel,ENGEL,NY,D,NY16,M,1988,0,,202-225-2464,202-225-5513,https://engel.house.gov,https://engel.house.gov/write-your-rep1,2462 Rayburn House Office Building,E000179,26972,H8NY19058,RepEliotEngel,https://youtube.com/engel2161,RepEliotLEngel,1947-02-18
N00001024,Nita M Lowey,LOWEY,NY,D,NY17,F,1988,0,,202-225-6506,202-225-0546,https://lowey.house.gov,https://lowey.house.gov/contact-form/,2365 Rayburn House Office Building,L000480,26982,H8NY20056,NitaLowey,https://youtube.com/nitalowey,RepLowey,1937-07-05
N00034277,Sean Patrick Maloney,MALONEY,NY,D,NY18,M,2012,0,Running for NY Attorney General in 2018,202-225-5441,202-225-3289,http://seanmaloney.house.gov,https://seanmaloney.house.gov/contact/email-me,1027 Longworth House Office Building,M001185,139760,H2NY22139,RepSeanMaloney,,RepSeanMaloney,1966-07-30
N00037288,John Faso,FASO,NY,R,NY19,M,2016,21,Lost general election,202-225-5614,202-225-1168,https://faso.house.gov,,1616 Longworth House Office Building,F000464,,,RepJohnFaso,,RepJohnFaso,1952-08-25
N00030196,Paul Tonko,TONKO,NY,D,NY20,M,2008,0,,202-225-5076,202-225-5077,https://tonko.house.gov,https://tonko.house.gov/email-form1,2463 Rayburn House Office Building,T000469,4403,H8NY21203,RepPaulTonko,https://youtube.com/reppaultonko,reppaultonko,1949-06-18
N00035523,Elise Stefanik,STEFANIK,NY,R,NY21,F,2014,0,,202-225-4611,202-226-0621,https://stefanik.house.gov,,318 Cannon House Office Building,S001196,,H4NY21079,RepStefanik,,RepEliseStefanik,1984-07-02
N00036351,Claudia Tenney,TENNEY,NY,R,NY22,F,2016,21,Lost general election,202-225-3665,,https://tenney.house.gov,,512 Cannon House Office Building,T000478,,,RepTenney,,RepClaudiaTenney,1961-02-04
N00030949,Tom Reed,REED,NY,R,NY23,M,2010,0,,202-225-3161,202-226-6599,https://reed.house.gov,https://reed.house.gov/contact-me/email-me,2437 Rayburn House Office Building,R000585,127046,H0NY29054,RepTomReed,https://youtube.com/CongressmanTomReed,RepTomReed,1971-11-18
N00035934,John Katko,KATKO,NY,R,NY24,M,2014,0,,202-225-3701,202-225-4042,https://katko.house.gov,,1620 Longworth House Office Building,K000386,,H4NY24073,RepJohnKatko,,RepJohnKatko,1962-11-09
N00043207,Joseph D Morelle,Morelle,NY,D,NY25,M,2018,0,Won both special and general,202-225-3615,,https://morelle.house.gov,,1317 Longworth House Office Building,M001206,,,repjoemorelle,,,1957-04-29
N00001311,Louise M Slaughter,SLAUGHTER,NY,D,NY25,F,1986,1,"Died on March 16, 2018",202-225-3615,202-225-7822,https://louise.house.gov,https://louise.house.gov/contact-louise,2469 Rayburn House Office Building,S000480,26991,H6NY03031,LouiseSlaughter,https://youtube.com/louiseslaughter,RepLouiseSlaughter,1929-08-14
N00027060,Brian M Higgins,HIGGINS,NY,D,NY26,M,2004,0,,202-225-3306,202-226-0347,http://higgins.house.gov,http://higgins.house.gov/contact/email-brian,2459 Rayburn House Office Building,H001038,23127,H4NY27076,RepBrianHiggins,https://youtube.com/CongressmanHiggins,RepBrianHiggins,1959-10-06
N00001285,Chris Collins,COLLINS,NY,R,NY27,M,2012,0,Suspended his campaign from 8/11 to 9/17,202-225-5265,202-225-5910,https://chriscollins.house.gov,https://chriscollins.house.gov/contact/email-me,1117 Longworth House Office Building,C001092,139770,H8NY29032,RepChrisCollins,https://youtube.com/RepChrisCollins,RepChrisCollins,1950-05-20
N00027658,Kirsten Gillibrand,GILLIBRAND,NY,D,NYS1,F,2009,0,,202-224-4451,202-228-0282,https://www.gillibrand.senate.gov,http://www.gillibrand.senate.gov/contact/,478 Russell Senate Office Building,G000555,65147,H6NY20167,SenGillibrand,https://youtube.com/KirstenEGillibrand,KirstenGillibrand,1966-12-09
N00001093,Charles E Schumer,SCHUMER,NY,D,NYS2,M,1998,0,,202-224-6542,202-228-3027,https://www.schumer.senate.gov,https://www.schumer.senate.gov/contact/email-chuck,322 Hart Senate Office Building,S000148,26976,S8NY00082,SenSchumer,https://youtube.com/SenatorSchumer,senschumer,1950-11-23
N00027035,G K Butterfield,BUTTERFIELD,NC,D,NC01,M,2004,0,,202-225-3101,202-225-3354,http://butterfield.house.gov,https://butterfield.house.gov/email-congressman-butterfield,2080 Rayburn House Office Building,B001251,41077,H4NC01046,GKButterfield,https://youtube.com/GKBNC01,congressmangkbutterfield,1947-04-27
N00033399,George Holding,HOLDING,NC,R,NC02,M,2012,0,,202-225-3032,919-782-4490,http://holding.house.gov,https://holding.house.gov/contact/email-me,1110 Longworth House Office Building,H001065,136462,H2NC13110,RepHolding,https://youtube.com/repholding,CongressmanGeorgeHolding,1968-04-17
N00002299,Walter B Jones Jr.,JONES,NC,R,NC03,M,1994,0,,202-225-3415,202-225-3286,http://jones.house.gov,https://jones.house.gov/contact-me/email-me,2333 Rayburn House Office Building,J000255,21785,H2NC01081,RepWalterJones,https://youtube.com/RepWalterJones,15083070102,1943-02-10
N00002260,David Price,PRICE,NC,D,NC04,M,1986,0,,202-225-1784,202-225-2014,https://price.house.gov,https://price.house.gov/contact,2108 Rayburn House Office Building,P000523,119,H6NC04037,RepDavidEPrice,https://youtube.com/RepDavidPrice,RepDavidEPrice,1940-08-17
N00026166,Virginia Foxx,FOXX,NC,R,NC05,F,2004,0,,202-225-2071,202-225-2995,http://foxx.house.gov,https://foxx.house.gov/forms/writeyourrep/?zip5=&zip4=,2262 Rayburn House Office Building,F000450,6051,H4NC05146,VirginiaFoxx,https://youtube.com/repvirginiafoxx,RepVirginiaFoxx,1943-06-29
N00035311,Mark Walker,WALKER,NC,R,NC06,M,2014,0,,202-225-3065,202-225-8611,https://walker.house.gov,,1305 Longworth House Office Building,W000819,,H4NC06052,RepMarkWalker,,RepMarkWalker,1969-05-20
N00033527,David Rouzer,ROUZER,NC,R,NC07,M,2014,0,,202-225-2731,202-225-5773,https://rouzer.house.gov,,424 Cannon House Office Building,R000603,,H2NC07096,RepDavidRouzer,,RepRouzer,1972-02-16
N00033630,Richard Hudson,HUDSON,NC,R,NC08,M,2012,0,,202-225-3715,704-782-1004,https://hudson.house.gov,https://hudson.house.gov/email-me,429 Cannon House Office Building,H001067,136448,H2NC08185,RepRichHudson,https://youtube.com/RepRichHudson,RepRichHudson,1971-11-04
N00034416,Robert Pittenger,PITTENGER,NC,R,NC09,M,2012,20,Lost primary,202-225-1976,202-225-3389,https://pittenger.house.gov,https://pittenger.house.gov/contact/email-me,224 Cannon House Office Building,P000606,41272,H2NC09134,RepPittenger,https://youtube.com/CongressmanPittenger,congressmanpittenger,1948-08-15
N00026627,Patrick McHenry,MCHENRY,NC,R,NC10,M,2004,0,,202-225-2576,202-225-0316,http://mchenry.house.gov,http://mchenry.house.gov/contact/zipauth.htm,2334 Rayburn House Office Building,M001156,21031,H4NC10047,PatrickMcHenry,https://youtube.com/CongressmanMcHenry,CongressmanMcHenry,1975-10-22
N00033631,Mark R Meadows,MEADOWS,NC,R,NC11,M,2012,0,,202-225-6401,202-226-6422,https://meadows.house.gov,https://meadows.house.gov/email-me,1024 Longworth House Office Building,M001187,136459,H2NC11080,RepMarkMeadows,https://youtube.com/RepMarkMeadows,Repmarkmeadows,1959-07-28
N00035451,Alma Adams,ADAMS,NC,D,NC12,F,2014,0,,202-225-1510,202-225-1512,http://adams.house.gov,http://adams.house.gov/contact,222 Cannon House Office Building,A000370,,H4NC12100,RepAdams,,CongresswomanAdams,1946-05-27
N00039551,Ted Budd,Budd,NC,R,NC13,M,2016,0,,202-225-4531,,https://budd.house.gov,,118 Cannon House Office Building,B001305,,,RepTedBudd,,RepTedBudd,1971-10-21
N00035492,Thom Tillis,TILLIS,NC,R,NCS1,M,2014,0,,202-224-6342,,https://www.tillis.senate.gov/public,https://www.tillis.senate.gov/public/index.cfm/email-me,185 Dirksen Senate Office Building,T000476,,S4NC00162,senthomtillis,,SenatorThomTillis,1960-08-30
N00002221,Richard Burr,BURR,NC,R,NCS2,M,2004,0,,202-224-3154,202-228-2981,https://www.burr.senate.gov,https://www.burr.senate.gov/contact/email,217 Russell Senate Office Building,B001135,21787,S4NC00089,SenatorBurr,https://youtube.com/SenatorRichardBurr,SenatorRichardBurr,1955-11-30
N00004614,Kevin Cramer,CRAMER,ND,R,ND01,M,2012,15,Running for Senate,202-225-2611,202-226-0893,http://cramer.house.gov,https://cramer.house.gov/contact/email-me,1717 Longworth House Office Building,C001096,444,H0ND01026,RepKevinCramer,https://youtube.com/kevincramer,CongressmanKevinCramer,1961-01-21
N00031688,John Hoeven,HOEVEN,ND,R,NDS1,M,2010,0,,202-224-2551,202-224-7999,https://www.hoeven.senate.gov,http://www.hoeven.senate.gov/public/index.cfm/email-the-senator,338 Russell Senate Office Building,H001061,41788,S0ND00093,SenJohnHoeven,https://youtube.com/senatorjohnhoevennd,SenatorJohnHoeven,1957-03-13
N00033782,Heidi Heitkamp,HEITKAMP,ND,D,NDS2,F,2012,21,Lost general election,202-224-2043,202-224-7776,https://www.heitkamp.senate.gov/public,http://www.heitkamp.senate.gov/public/index.cfm/contact,516 Hart Senate Office Building,H001069,41716,S2ND00099,SenatorHeitkamp,https://youtube.com/senatorheidiheitkamp,SenatorHeidiHeitkamp,1955-10-30
N00003689,Steve Chabot,CHABOT,OH,R,OH01,M,2010,0,,202-225-2216,202-225-3012,http://chabot.house.gov,https://chabot.house.gov/forms/writeyourrep/?zip5=45202&zip4=3003,2371 Rayburn House Office Building,C000266,21790,H8OH01043,RepSteveChabot,https://youtube.com/congressmanchabot,RepSteveChabot,1953-01-22
N00033310,Brad Wenstrup,WENSTRUP,OH,R,OH02,M,2012,0,,202-225-3164,202-225-1992,http://wenstrup.house.gov,http://wenstrup.house.gov/contact/,2419 Rayburn House Office Building,W000815,135326,H2OH02085,RepBradWenstrup,https://youtube.com/repbradwenstrup,RepBradWenstrup,1958-06-17
N00033904,Joyce Beatty,BEATTY,OH,D,OH03,F,2012,0,,202-225-4324,202-225-1984,http://beatty.house.gov,https://beattyforms.house.gov/forms/writeyourrep/,133 Cannon House Office Building,B001281,2427,H2OH03125,RepBeatty,,RepJoyceBeatty,1950-03-12
N00027894,Jim Jordan,JORDAN,OH,R,OH04,M,2006,0,,202-225-2676,202-226-0577,http://jordan.house.gov,http://jordan.house.gov/contact/,2056 Rayburn House Office Building,J000289,8158,H6OH04082,Jim_Jordan,https://youtube.com/RepJimJordan,repjimjordan,1964-02-17
N00012233,Robert E Latta,LATTA,OH,R,OH05,M,2007,0,,202-225-6405,202-225-1985,http://latta.house.gov,https://latta.house.gov/contact/contactform.htm,2448 Rayburn House Office Building,L000566,9926,H8OH05036,BobLatta,https://youtube.com/CongressmanBobLatta,boblatta,1956-04-18
N00032088,Bill Johnson,JOHNSON,OH,R,OH06,M,2010,0,,202-225-5705,202-225-5907,http://billjohnson.house.gov,http://billjohnson.house.gov/contact/default.aspx,1710 Longworth House Office Building,J000292,120649,H0OH06189,RepBillJohnson,https://youtube.com/RepBillJohnson,RepBillJohnson,1954-11-10
N00031128,Bob Gibbs,GIBBS,OH,R,OH07,M,2010,0,,202-225-6265,202-225-3394,https://gibbs.house.gov,https://gibbs.house.gov/contact-me/email-me,2446 Rayburn House Office Building,G000563,45466,H0OH18077,RepBobGibbs,https://youtube.com/RepBobGibbs,RepBobGibbs,1954-06-14
N00038767,Warren Davidson,DAVIDSON,OH,R,OH08,M,2016,0,,202-225-6205,,https://davidson.house.gov,,1004 Longworth House Office Building,D000626,,,WarrenDavidson,,CongressmanWarrenDavidson,1970-03-01
N00003522,Marcy Kaptur,KAPTUR,OH,D,OH09,F,1982,0,,202-225-4146,202-225-7711,https://kaptur.house.gov,https://forms.house.gov/kaptur/webforms/issue_subscribe.shtml,2186 Rayburn House Office Building,K000009,27016,H2OH09031,RepMarcyKaptur,https://youtube.com/USRepMarcyKaptur,RepresentativeMarcyKaptur,1946-06-17
N00025175,Michael R Turner,TURNER,OH,R,OH10,M,2002,0,,202-225-6465,202-225-6754,https://turner.house.gov,http://turner.house.gov/contact/,2368 Rayburn House Office Building,T000463,45519,H2OH03067,RepMikeTurner,https://youtube.com/CongressmanTurner,RepMikeTurner,1960-01-11
N00030490,Marcia L Fudge,FUDGE,OH,D,OH11,F,2008,0,,202-225-7032,202-225-1339,https://fudge.house.gov,https://fudgeforms.house.gov/contact-form,2344 Rayburn House Office Building,F000455,110640,H8OH11141,RepMarciaFudge,https://youtube.com/marcialfudge,RepMarciaLFudge,1952-10-29
N00042194,Troy Balderson,Balderson,OH,R,OH12,M,2018,0,,202-225-5355,,https://balderson.house.gov/,,1221 Longworth House Office Building,B001306,,,RepBalderson,,,1962-01-16
